SW_score	perc_div	perc_del	perc_ins	query_seq	qpos_begin	qpos_end	q(left)	match	matching_repeat	repeat_class	rpos_begin	rpos_end	r(left)	ID	file	spec	reg_st	reg_en	rep_group
264	19.4	0.0	8.8	Oa_NC_041731.1.fa	35	96	(49905)	C	MIR	SINE/MIR	(0)	262	206	1	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
719	27.3	4.9	3.7	Oa_NC_041731.1.fa	578	820	(49181)	C	MIR	SINE/MIR	(0)	262	17	2	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
198	7.7	0.0	0.0	Oa_NC_041731.1.fa	1283	1308	(48693)	C	MIRb	SINE/MIR	(114)	154	129	3	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
415	23.5	4.1	5.0	Oa_NC_041731.1.fa	1312	1432	(48569)	+	L2b	LINE/L2	3253	3372	(3)	4	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
591	23.1	0.0	4.9	Oa_NC_041731.1.fa	1417	1557	(48444)	C	MIR1_Amn	SINE/MIR	(87)	143	10	5	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
986	20.1	7.1	3.8	Oa_NC_041731.1.fa	1558	1810	(48191)	C	MIR	SINE/MIR	(0)	262	2	6	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
235	19.9	11.9	2.7	Oa_NC_041731.1.fa	1812	1878	(48123)	+	L2b	LINE/L2	3353	3425	(0)	4	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
271	33.5	0.0	0.0	Oa_NC_041731.1.fa	2246	2406	(47595)	+	L2-1_AMi	LINE/L2	552	712	(523)	7	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
277	22.2	0.0	3.7	Oa_NC_041731.1.fa	2422	2477	(47524)	C	MIR	SINE/MIR	(0)	262	209	8	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
903	15.8	0.7	0.0	Oa_NC_041731.1.fa	2574	2725	(47276)	C	MIRb	SINE/MIR	(114)	154	2	9	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
402	34.8	6.5	5.0	Oa_NC_041731.1.fa	2726	3447	(46554)	+	L2b	LINE/L2	2687	3425	(0)	10	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
258	18.6	8.9	0.0	Oa_NC_041731.1.fa	3555	3636	(46365)	+	L2d2	LINE/L2	3374	3446	(18)	11	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
191	16.1	0.0	0.0	Oa_NC_041731.1.fa	3851	3881	(46120)	+	MIR3	SINE/MIR	41	71	(137)	12	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
676	25.1	4.5	7.3	Oa_NC_041731.1.fa	4323	4589	(45412)	+	MIR	SINE/MIR	3	262	(0)	13	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
436	25.8	1.4	5.2	Oa_NC_041731.1.fa	4731	4869	(45132)	C	L2a	LINE/L2	(1)	3425	3292	14	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
607	26.0	7.5	4.2	Oa_NC_041731.1.fa	4957	5372	(44629)	C	L2a	LINE/L2	(10)	3454	3023	15	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
215	34.7	4.9	3.1	Oa_NC_041731.1.fa	5361	5689	(44312)	C	L2d	LINE/L2	(157)	2456	2151	16	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
951	30.2	1.6	10.1	Oa_NC_041731.1.fa	5711	6843	(43158)	C	L2-1_AMi	LINE/L2	(11)	1230	92	17	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
569	19.4	2.8	5.1	Oa_NC_041731.1.fa	6975	7115	(42886)	+	L2b	LINE/L2	3238	3375	(0)	18	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
560	29.4	1.2	3.2	Oa_NC_041731.1.fa	7134	7386	(42615)	+	MIR	SINE/MIR	2	249	(13)	19	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
197	31.2	0.0	6.8	Oa_NC_041731.1.fa	8702	8780	(41221)	+	L2b	LINE/L2	3277	3350	(25)	20	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
222	28.9	0.0	0.0	Oa_NC_041731.1.fa	8742	8793	(41208)	+	MIRb	SINE/MIR	209	260	(8)	21	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
818	18.4	0.7	0.0	Oa_NC_041731.1.fa	8783	8934	(41067)	+	MIRb	SINE/MIR	8	160	(108)	22	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
215	22.3	12.5	4.7	Oa_NC_041731.1.fa	8931	9010	(40991)	+	L2c	LINE/L2	3283	3368	(19)	23	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
407	24.8	6.8	5.5	Oa_NC_041731.1.fa	9065	9226	(40775)	+	L2d	LINE/L2	3262	3425	(0)	24	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
670	27.8	9.0	7.4	Oa_NC_041731.1.fa	9418	9754	(40247)	+	L2a	LINE/L2	2997	3340	(86)	25	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
744	24.6	7.2	2.7	Oa_NC_041731.1.fa	9755	10005	(39996)	C	MIR	SINE/MIR	(0)	262	1	26	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
670	27.8	9.0	7.4	Oa_NC_041731.1.fa	10006	10091	(39910)	+	L2a	LINE/L2	3341	3425	(1)	25	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
350	27.7	0.8	4.0	Oa_NC_041731.1.fa	10338	10465	(39536)	C	L2d	LINE/L2	(1)	3424	3301	27	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
235	19.6	6.5	0.0	Oa_NC_041731.1.fa	10871	10946	(39055)	+	L2a	LINE/L2	3111	3202	(262)	28	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
962	23.1	5.6	1.9	Oa_NC_041731.1.fa	11089	11340	(38661)	+	MIR	SINE/MIR	2	262	(0)	29	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
479	22.1	4.3	4.3	Oa_NC_041731.1.fa	11389	11549	(38452)	+	L2a	LINE/L2	3266	3426	(0)	28	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
775	16.1	1.2	1.8	Oa_NC_041731.1.fa	12311	12474	(37527)	+	MIR1_Amn	SINE/MIR	1	163	(67)	30	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
206	22.7	0.2	9.5	Oa_NC_041731.1.fa	12469	12557	(37444)	+	L2c	LINE/L2	3283	3430	(34)	31	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
180	31.1	0.0	3.5	Oa_NC_041731.1.fa	12717	12776	(37225)	+	L2c	LINE/L2	3343	3400	(64)	31	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
540	16.0	0.0	0.0	Oa_NC_041731.1.fa	12783	12882	(37119)	+	MIR1_Amn	SINE/MIR	56	155	(75)	32	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
347	24.8	2.8	6.7	Oa_NC_041731.1.fa	12876	12983	(37018)	+	L2a	LINE/L2	3305	3408	(18)	33	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
641	17.8	2.4	8.5	Oa_NC_041731.1.fa	12986	13165	(36836)	+	L2b	LINE/L2	3228	3387	(0)	34	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
188	18.4	2.6	0.0	Oa_NC_041731.1.fa	13179	13216	(36785)	+	L2b	LINE/L2	3387	3425	(0)	34	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
802	26.5	4.7	1.9	Oa_NC_041731.1.fa	13265	13518	(36483)	+	MIR	SINE/MIR	2	262	(0)	35	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
642	12.1	0.0	0.0	Oa_NC_041731.1.fa	14012	14102	(35899)	+	MIRc	SINE/MIR	61	151	(117)	36	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
322	20.0	1.5	4.5	Oa_NC_041731.1.fa	14130	14197	(35804)	+	L2b	LINE/L2	3292	3357	(18)	37	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
346	15.8	0.0	3.5	Oa_NC_041731.1.fa	14153	14211	(35790)	+	MIR	SINE/MIR	206	262	(0)	36	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
354	21.7	4.8	5.9	Oa_NC_041731.1.fa	14177	14279	(35722)	+	L2d2	LINE/L2	3305	3446	(18)	38	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
352	17.7	1.7	5.3	Oa_NC_041731.1.fa	14258	14360	(35641)	+	L2a	LINE/L2	3305	3446	(18)	39	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
361	13.9	0.4	5.1	Oa_NC_041731.1.fa	14365	14444	(35557)	+	L2a	LINE/L2	3329	3446	(18)	40	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
361	14.4	0.0	4.9	Oa_NC_041731.1.fa	14460	14524	(35477)	+	L2a	LINE/L2	3355	3446	(18)	41	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
301	22.6	1.4	2.8	Oa_NC_041731.1.fa	14547	14619	(35382)	+	L2d	LINE/L2	3340	3411	(14)	42	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
832	24.3	3.8	6.1	Oa_NC_041731.1.fa	14757	15023	(34978)	C	MIR	SINE/MIR	(0)	262	2	43	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
221	17.1	0.0	4.3	Oa_NC_041731.1.fa	15121	15169	(34832)	C	MIR3	SINE/MIR	(146)	62	16	44	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
903	24.9	4.8	1.6	Oa_NC_041731.1.fa	15172	15242	(34759)	+	MIRb	SINE/MIR	12	83	(185)	45	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
929	21.2	6.3	2.7	Oa_NC_041731.1.fa	15243	15494	(34507)	C	MIR	SINE/MIR	(0)	262	2	46	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
903	24.9	4.8	1.6	Oa_NC_041731.1.fa	15495	15671	(34330)	+	MIRb	SINE/MIR	84	267	(1)	45	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
228	25.9	5.6	0.0	Oa_NC_041731.1.fa	15744	15797	(34204)	C	MIRb	SINE/MIR	(1)	267	211	47	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
220	35.4	3.5	3.5	Oa_NC_041731.1.fa	15756	15840	(34161)	C	L2d2	LINE/L2	(17)	3447	3363	48	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
497	20.0	3.2	4.8	Oa_NC_041731.1.fa	15841	15966	(34035)	C	L2b	LINE/L2	(0)	3375	3252	49	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
773	17.2	0.6	0.9	Oa_NC_041731.1.fa	15944	16115	(33886)	C	MIRb	SINE/MIR	(32)	198	29	47	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
573	18.4	4.0	4.8	Oa_NC_041731.1.fa	16125	16272	(33729)	+	L2a	LINE/L2	3280	3426	(0)	50	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
1049	23.2	4.6	1.9	Oa_NC_041731.1.fa	16464	16722	(33279)	C	MIRb	SINE/MIR	(0)	268	3	51	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
892	24.7	4.2	3.4	Oa_NC_041731.1.fa	16766	17029	(32972)	+	MIRb	SINE/MIR	3	268	(0)	52	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
425	22.1	9.5	4.5	Oa_NC_041731.1.fa	17140	17286	(32715)	C	L2b	LINE/L2	(0)	3375	3222	53	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
231	32.5	1.2	1.2	Oa_NC_041731.1.fa	17522	17602	(32399)	+	L2a	LINE/L2	3346	3426	(0)	54	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
598	13.5	0.0	1.0	Oa_NC_041731.1.fa	17950	18054	(31947)	+	MIR1_Amn	SINE/MIR	65	168	(62)	55	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
372	19.9	12.0	4.6	Oa_NC_041731.1.fa	18041	18157	(31844)	+	L2d2	LINE/L2	3255	3464	(0)	56	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
180	34.4	0.0	6.6	Oa_NC_041731.1.fa	18169	18249	(31752)	+	MIR3	SINE/MIR	21	96	(112)	57	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
194	34.6	6.1	1.4	Oa_NC_041731.1.fa	18276	18407	(31594)	C	MamRTE1	LINE/RTE-BovB	(1286)	2526	2389	58	Platypus_foc.fasta.out	Platypus	104117714	104718778	Oth. LINE
223	23.1	1.9	0.0	Oa_NC_041731.1.fa	18621	18672	(31329)	C	MIRb	SINE/MIR	(15)	253	201	59	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
385	30.2	4.1	12.5	Oa_NC_041731.1.fa	18660	18767	(31234)	+	L2d	LINE/L2	3021	3120	(305)	60	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
672	23.5	13.6	2.7	Oa_NC_041731.1.fa	18768	19003	(30998)	+	MIR	SINE/MIR	2	262	(0)	61	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
385	30.2	4.1	12.5	Oa_NC_041731.1.fa	19004	19284	(30717)	+	L2d	LINE/L2	3121	3380	(45)	60	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
227	23.5	2.9	0.0	Oa_NC_041731.1.fa	19292	19359	(30642)	+	tRNA-Ala-GCY_v	tRNA	5	74	(1)	62	Platypus_foc.fasta.out	Platypus	104117714	104718778	"Other
repeat"
516	27.9	6.7	3.3	Oa_NC_041731.1.fa	19364	19541	(30460)	+	MIR	SINE/MIR	79	262	(0)	57	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
690	25.5	7.2	2.7	Oa_NC_041731.1.fa	19566	19815	(30186)	+	MIR	SINE/MIR	2	262	(0)	63	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
691	30.7	4.0	6.8	Oa_NC_041731.1.fa	20042	20572	(29429)	+	L2a	LINE/L2	2910	3426	(0)	64	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
952	20.3	5.9	3.1	Oa_NC_041731.1.fa	20732	20985	(29016)	C	MIR	SINE/MIR	(0)	262	2	65	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
496	20.4	0.9	9.4	Oa_NC_041731.1.fa	21008	21210	(28791)	C	MIR	SINE/MIR	(13)	249	76	66	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
430	23.2	15.4	0.8	Oa_NC_041731.1.fa	21210	21326	(28675)	C	MIRb	SINE/MIR	(131)	137	4	67	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
619	23.3	4.2	3.7	Oa_NC_041731.1.fa	21530	21743	(28258)	C	L2a	LINE/L2	(0)	3426	3212	68	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
360	14.5	3.1	3.1	Oa_NC_041731.1.fa	21768	21831	(28170)	C	L2a	LINE/L2	(18)	3408	3345	69	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
602	10.8	0.0	0.0	Oa_NC_041731.1.fa	21850	21932	(28069)	C	MIR	SINE/MIR	(116)	146	64	70	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
331	14.6	1.8	0.0	Oa_NC_041731.1.fa	22453	22507	(27494)	+	L2a	LINE/L2	3371	3426	(0)	71	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
849	19.1	0.7	0.0	Oa_NC_041731.1.fa	22540	22691	(27310)	+	MIRb	SINE/MIR	4	156	(112)	72	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
322	23.9	11.8	1.0	Oa_NC_041731.1.fa	22692	22784	(27217)	+	L2d2	LINE/L2	3383	3446	(18)	73	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
318	24.9	1.4	3.8	Oa_NC_041731.1.fa	22857	22955	(27046)	+	L2a	LINE/L2	3311	3408	(18)	74	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
187	22.8	4.9	6.7	Oa_NC_041731.1.fa	23091	23151	(26850)	C	Penelope1_Vert	LINE/Penelope	(723)	356	297	75	Platypus_foc.fasta.out	Platypus	104117714	104718778	Oth. LINE
241	25.1	4.6	7.9	Oa_NC_041731.1.fa	23235	23364	(26637)	+	L2a	LINE/L2	3203	3328	(47)	76	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
812	24.6	6.8	2.7	Oa_NC_041731.1.fa	23369	23619	(26382)	+	MIR	SINE/MIR	2	262	(0)	77	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
794	21.7	6.4	2.8	Oa_NC_041731.1.fa	23622	23825	(26176)	+	MIRb	SINE/MIR	57	267	(1)	78	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
281	27.5	1.5	0.0	Oa_NC_041731.1.fa	23900	23971	(26030)	C	L2b	LINE/L2	(18)	3446	3358	79	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
532	22.2	3.4	1.6	Oa_NC_041731.1.fa	24014	24132	(25869)	C	L2b	LINE/L2	(2)	3373	3253	79	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
374	24.2	3.3	1.1	Oa_NC_041731.1.fa	24131	24222	(25779)	+	L2a	LINE/L2	3327	3420	(6)	76	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
836	18.8	0.7	0.0	Oa_NC_041731.1.fa	24224	24377	(25624)	+	MIRb	SINE/MIR	2	156	(112)	80	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
243	19.2	9.6	0.0	Oa_NC_041731.1.fa	24426	24477	(25524)	+	MIR	SINE/MIR	206	262	(0)	80	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
213	17.6	0.0	0.0	Oa_NC_041731.1.fa	26658	26691	(23310)	+	L2d	LINE/L2	3296	3329	(96)	81	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
260	32.5	1.7	4.3	Oa_NC_041731.1.fa	27187	27305	(22696)	+	L2d	LINE/L2	3307	3422	(3)	82	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
782	21.1	0.5	5.3	Oa_NC_041731.1.fa	28667	28934	(21067)	C	MIR1_Amn	SINE/MIR	(19)	243	7	83	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
200	33.2	2.2	9.9	Oa_NC_041731.1.fa	29159	29342	(20659)	C	L2d2	LINE/L2	(11)	3453	3283	84	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
552	21.1	11.1	3.8	Oa_NC_041731.1.fa	29733	29904	(20097)	+	MIR	SINE/MIR	79	262	(0)	85	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
214	24.5	1.9	0.0	Oa_NC_041731.1.fa	30149	30201	(19800)	+	MIRb	SINE/MIR	3	56	(212)	86	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
420	22.1	3.2	5.7	Oa_NC_041731.1.fa	30202	30326	(19675)	+	L2b	LINE/L2	3253	3374	(1)	87	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
604	21.1	3.4	2.3	Oa_NC_041731.1.fa	30320	30534	(19467)	+	MIR1_Amn	SINE/MIR	42	253	(15)	86	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
382	30.5	2.5	2.5	Oa_NC_041731.1.fa	30432	30552	(19449)	+	L2b	LINE/L2	3255	3375	(0)	88	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
221	25.0	2.1	0.0	Oa_NC_041731.1.fa	30933	30980	(19021)	C	L2d2	LINE/L2	(0)	3426	3378	89	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
720	27.1	3.0	5.4	Oa_NC_041731.1.fa	31476	31740	(18261)	+	MIRb	SINE/MIR	2	260	(8)	90	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
293	27.6	1.7	19.1	Oa_NC_041731.1.fa	31834	32082	(17919)	+	L2b	LINE/L2	3245	3447	(17)	91	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
411	26.2	4.7	4.7	Oa_NC_041731.1.fa	32292	32439	(17562)	+	MIRc	SINE/MIR	2	149	(119)	92	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
496	22.9	0.8	7.0	Oa_NC_041731.1.fa	32519	32640	(17361)	C	L2d2	LINE/L2	(9)	3455	3341	93	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
229	28.9	5.9	4.8	Oa_NC_041731.1.fa	32786	32887	(17114)	C	L2d2	LINE/L2	(18)	3357	3255	93	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
627	20.8	2.3	0.0	Oa_NC_041731.1.fa	32890	33019	(16982)	C	MIR1_Amn	SINE/MIR	(77)	153	21	94	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
462	27.3	5.8	7.0	Oa_NC_041731.1.fa	33231	33594	(16407)	+	L2a	LINE/L2	3060	3426	(0)	95	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
316	25.2	5.3	5.3	Oa_NC_041731.1.fa	33775	33887	(16114)	C	L2d	LINE/L2	(19)	3406	3294	96	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
517	16.1	11.0	0.0	Oa_NC_041731.1.fa	33910	34027	(15974)	+	MIR1_Amn	SINE/MIR	23	153	(77)	97	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
930	19.4	6.2	3.3	Oa_NC_041731.1.fa	34360	34567	(15434)	C	MIR	SINE/MIR	(0)	262	49	98	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
511	28.7	5.2	9.1	Oa_NC_041731.1.fa	34829	35502	(14499)	C	L2b	LINE/L2	(17)	3447	2147	99	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
422	22.9	3.3	3.3	Oa_NC_041731.1.fa	35707	35828	(14173)	+	L2d	LINE/L2	3300	3421	(4)	100	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
492	18.3	0.0	1.0	Oa_NC_041731.1.fa	36059	36163	(13838)	+	MIR1_Amn	SINE/MIR	2	105	(125)	101	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
344	16.9	1.7	0.0	Oa_NC_041731.1.fa	36163	36221	(13780)	+	L2a	LINE/L2	3367	3426	(0)	102	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
336	23.5	3.0	7.2	Oa_NC_041731.1.fa	36270	36370	(13631)	+	L2b	LINE/L2	3260	3356	(19)	103	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
896	23.5	5.5	2.9	Oa_NC_041731.1.fa	36413	36649	(13352)	+	MIR	SINE/MIR	20	262	(0)	104	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
204	24.7	5.3	8.2	Oa_NC_041731.1.fa	36655	36729	(13272)	+	L2b	LINE/L2	3287	3359	(16)	105	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
243	24.6	6.3	3.2	Oa_NC_041731.1.fa	36753	36874	(13127)	+	L2c	LINE/L2	3229	3348	(77)	106	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
559	20.3	13.8	4.7	Oa_NC_041731.1.fa	36948	37143	(12858)	+	MIR	SINE/MIR	50	262	(0)	107	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
320	23.6	2.2	18.9	Oa_NC_041731.1.fa	37340	37517	(12484)	C	MIR	SINE/MIR	(13)	249	97	108	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
806	22.7	4.3	8.2	Oa_NC_041731.1.fa	37608	37861	(12140)	+	MIRb	SINE/MIR	9	253	(15)	109	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
293	28.7	9.7	3.3	Oa_NC_041731.1.fa	38354	38536	(11465)	+	L2b	LINE/L2	3196	3356	(19)	110	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
437	27.9	1.8	0.9	Oa_NC_041731.1.fa	39082	39193	(10808)	+	L2d2	LINE/L2	3347	3459	(5)	111	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
522	22.3	4.4	18.6	Oa_NC_041731.1.fa	39541	39766	(10235)	C	L2d	LINE/L2	(1)	3424	3182	112	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
1045	22.4	5.0	2.2	Oa_NC_041731.1.fa	39778	40037	(9964)	C	MIRb	SINE/MIR	(0)	268	2	113	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
317	22.9	1.4	2.8	Oa_NC_041731.1.fa	41212	41283	(8718)	C	L2b	LINE/L2	(2)	3373	3303	114	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
299	25.8	0.0	10.0	Oa_NC_041731.1.fa	41496	41594	(8407)	C	L2d2	LINE/L2	(17)	3447	3331	115	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
571	22.5	7.9	6.3	Oa_NC_041731.1.fa	42065	42374	(7627)	+	L2b	LINE/L2	3135	3454	(10)	116	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
771	19.0	0.8	0.8	Oa_NC_041731.1.fa	42521	42691	(7310)	+	MIR1_Amn	SINE/MIR	1	167	(41)	117	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
181	33.9	6.4	3.1	Oa_NC_041731.1.fa	42792	43041	(6960)	C	L2b	LINE/L2	(258)	3167	2910	114	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
353	20.6	11.8	1.0	Oa_NC_041731.1.fa	43222	43314	(6687)	C	L2b	LINE/L2	(18)	3357	3255	118	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
560	18.2	1.2	14.8	Oa_NC_041731.1.fa	43343	43425	(6576)	+	L2a	LINE/L2	3284	3350	(76)	119	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
949	21.5	5.9	2.7	Oa_NC_041731.1.fa	43426	43678	(6323)	C	MIR	SINE/MIR	(0)	262	2	120	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
560	18.2	1.2	14.8	Oa_NC_041731.1.fa	43679	43755	(6246)	+	L2a	LINE/L2	3351	3425	(1)	119	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
239	23.1	8.0	2.6	Oa_NC_041731.1.fa	43833	43941	(6060)	+	L2c	LINE/L2	3246	3363	(12)	121	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
894	21.9	6.0	2.3	Oa_NC_041731.1.fa	44374	44625	(5376)	C	MIR	SINE/MIR	(0)	262	2	122	Platypus_foc.fasta.out	Platypus	104117714	104718778	SINE
677	14.3	2.9	5.1	Oa_NC_041731.1.fa	44818	44957	(5044)	C	L2b	LINE/L2	(0)	3375	3239	123	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
222	27.4	1.6	1.6	Oa_NC_041731.1.fa	44997	45059	(4942)	C	L2d2	LINE/L2	(0)	3464	3402	124	Platypus_foc.fasta.out	Platypus	104117714	104718778	LINE/L2
